Timestamp,Product,Buy Depth,Sell Depth,Trades
121600,PEARLS,{9995:29;9996:2},{10002:-3;10004:-2;10005:-29},[{timestamp:121300; symbol:PEARLS; price:10004.0; quantity:1; buyer:; seller:}]
121600,BANANAS,{4926:31;4929:3},{4931:-2;4932:-2;4933:-29},[{timestamp:121600; symbol:BANANAS; price:4931.0; quantity:1; buyer:; seller:}]
121700,PEARLS,{9995:25;9996:1},{10004:-1;10005:-25},[{timestamp:121600; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
121700,BANANAS,{4926:26;4931:1},{4932:-1;4933:-25},[{timestamp:121600; symbol:BANANAS; price:4931.0; quantity:1; buyer:; seller:};{timestamp:121600; symbol:BANANAS; price:4931.0; quantity:2; buyer:; seller:}]
121800,PEARLS,{9995:27},{10002:-6;10005:-27},[{timestamp:121600; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
121800,BANANAS,{4926:27},{4931:-6;4933:-27},[{timestamp:121700; symbol:BANANAS; price:4931.0; quantity:1; buyer:; seller:}]
121900,PEARLS,{9995:20;9996:2;10002:1},{10004:-2;10005:-20},[{timestamp:121800; symbol:PEARLS; price:9995.0; quantity:1; buyer:; seller:}]
121900,BANANAS,{4926:22},{4933:-22},[{timestamp:121800; symbol:BANANAS; price:4926.0; quantity:1; buyer:; seller:}]
122000,PEARLS,{9995:30;9996:1},{10002:-1;10004:-1;10005:-30},[{timestamp:121800; symbol:PEARLS; price:9995.0; quantity:1; buyer:; seller:}]
122000,BANANAS,{4926:30;4927:1},{4931:-1;4933:-31},[{timestamp:121800; symbol:BANANAS; price:4926.0; quantity:1; buyer:; seller:}]
122100,PEARLS,{9995:22;9996:1;9998:9},{10004:-1;10005:-22},[{timestamp:121800; symbol:PEARLS; price:9995.0; quantity:1; buyer:; seller:}]
122100,BANANAS,{4927:23;4928:9},{4934:-23},[{timestamp:122000; symbol:BANANAS; price:4931.0; quantity:1; buyer:; seller:}]
122200,PEARLS,{9995:26;9996:2},{10004:-2;10005:-26},[{timestamp:121800; symbol:PEARLS; price:9995.0; quantity:1; buyer:; seller:}]
122200,BANANAS,{4927:28},{4930:-1;4934:-28},[{timestamp:122000; symbol:BANANAS; price:4931.0; quantity:1; buyer:; seller:}]
122300,PEARLS,{9995:24},{10005:-24},[{timestamp:122200; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:}]
122300,BANANAS,{4927:24},{4934:-24},[{timestamp:122200; symbol:BANANAS; price:4927.0; quantity:1; buyer:; seller:};{timestamp:122200; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
122400,PEARLS,{9995:22},{10005:-22},[{timestamp:122200; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:}]
122400,BANANAS,{4928:22},{4935:-22},[{timestamp:122200; symbol:BANANAS; price:4927.0; quantity:1; buyer:; seller:};{timestamp:122200; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
122500,PEARLS,{9995:21;9996:2},{10002:-6;10004:-2;10005:-21},[{timestamp:122200; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:}]
122500,BANANAS,{4929:23;4932:4},{4934:-6;4936:-23},[{timestamp:122200; symbol:BANANAS; price:4927.0; quantity:1; buyer:; seller:};{timestamp:122200; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
122600,PEARLS,{9995:23;9996:1;9998:4},{10004:-1;10005:-23},[{timestamp:122500; symbol:PEARLS; price:10002.0; quantity:6; buyer:; seller:};{timestamp:122500; symbol:PEARLS; price:10004.0; quantity:2; buyer:; seller:};{timestamp:122500; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
122600,BANANAS,{4929:24;4930:4;4934:1},{4936:-24},[{timestamp:122500; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:}]
122700,PEARLS,{9995:21;10002:5},{10005:-21},[{timestamp:122600; symbol:PEARLS; price:9998.0; quantity:4; buyer:; seller:}]
122700,BANANAS,{4929:21},{4936:-21},[{timestamp:122500; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:}]
122800,PEARLS,{9995:30;9996:2},{10004:-2;10005:-30},[{timestamp:122700; symbol:PEARLS; price:10002.0; quantity:5; buyer:; seller:}]
122800,BANANAS,{4929:32},{4930:-1;4936:-32},[{timestamp:122500; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:}]
122900,PEARLS,{9995:23},{10002:-4;10005:-23},[{timestamp:122700; symbol:PEARLS; price:10002.0; quantity:5; buyer:; seller:}]
122900,BANANAS,{4930:23},{4935:-4;4937:-23},[{timestamp:122500; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:}]
123000,PEARLS,{9995:27},{10005:-27},[{timestamp:122700; symbol:PEARLS; price:10002.0; quantity:5; buyer:; seller:}]
123000,BANANAS,{4930:27},{4937:-27},[{timestamp:122500; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:}]
123100,PEARLS,{9995:21;10000:3;10002:1},{10005:-21},[{timestamp:122700; symbol:PEARLS; price:10002.0; quantity:5; buyer:; seller:}]
123100,BANANAS,{4930:21},{4937:-21},[{timestamp:122500; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:}]
123200,PEARLS,{9995:24;9996:2},{9998:-1;10004:-2;10005:-24},[{timestamp:123100; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
123200,BANANAS,{4930:25},{4937:-26},[{timestamp:123200; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
123300,PEARLS,{9995:20;9996:1},{10004:-1;10005:-20},[{timestamp:123100; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
123300,BANANAS,{4930:21},{4937:-21},[{timestamp:123200; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
123400,PEARLS,{9995:23;9996:1},{10004:-1;10005:-23},[{timestamp:123100; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
123400,BANANAS,{4930:24},{4936:-1;4937:-23},[{timestamp:123200; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
123500,PEARLS,{9995:21;9996:2;9998:5},{10004:-2;10005:-21},[{timestamp:123500; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
123500,BANANAS,{4929:21;4930:8},{4936:-23},[{timestamp:123500; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
123600,PEARLS,{9995:30},{10005:-30},[{timestamp:123500; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
123600,BANANAS,{4929:30},{4936:-30},[{timestamp:123500; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
123700,PEARLS,{9995:27;9996:1},{10004:-1;10005:-27},[{timestamp:123500; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
123700,BANANAS,{4929:28},{4935:-28},[{timestamp:123500; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
123800,PEARLS,{9995:29;9996:2},{10004:-2;10005:-29},[{timestamp:123700; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:}]
123800,BANANAS,{4929:31},{4936:-31},[{timestamp:123700; symbol:BANANAS; price:4929.0; quantity:1; buyer:; seller:}]
123900,PEARLS,{9995:27},{10005:-27},[{timestamp:123900; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
123900,BANANAS,{4929:27;4930:1;4934:7},{4936:-27},[{timestamp:123900; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:}]
124000,PEARLS,{9995:25;10002:1},{10005:-25},[{timestamp:123900; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
124000,BANANAS,{4929:25},{4936:-25},[{timestamp:123900; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:};{timestamp:123900; symbol:BANANAS; price:4934.0; quantity:7; buyer:; seller:}]
124100,PEARLS,{9995:28},{9998:-3;10005:-28},[{timestamp:124000; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
124100,BANANAS,{4928:28},{4935:-28},[{timestamp:123900; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:};{timestamp:123900; symbol:BANANAS; price:4934.0; quantity:7; buyer:; seller:}]
124200,PEARLS,{9995:30;9996:2},{9998:-5;10004:-2;10005:-30},[{timestamp:124000; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
124200,BANANAS,{4928:32},{4934:-2;4935:-30},[{timestamp:123900; symbol:BANANAS; price:4930.0; quantity:1; buyer:; seller:};{timestamp:123900; symbol:BANANAS; price:4934.0; quantity:7; buyer:; seller:}]
124300,PEARLS,{9995:23;9998:9},{10005:-23},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
124300,BANANAS,{4928:23;4929:9;4933:1},{4935:-23},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
124400,PEARLS,{9995:24},{10005:-24},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
124400,BANANAS,{4928:24},{4935:-24},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
124500,PEARLS,{9995:21;9996:2},{10004:-2;10005:-21},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
124500,BANANAS,{4928:23},{4934:-2;4935:-21},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
124600,PEARLS,{9995:30},{10005:-30},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
124600,BANANAS,{4927:30},{4934:-30},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
124700,PEARLS,{9995:30;9996:2},{10004:-2;10005:-30},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
124700,BANANAS,{4927:30;4928:2},{4934:-32},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
124800,PEARLS,{9995:28},{10005:-28},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
124800,BANANAS,{4927:28},{4934:-28},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
124900,PEARLS,{9995:22;9996:1},{10004:-1;10005:-22},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
124900,BANANAS,{4928:23},{4934:-1;4935:-22},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
125000,PEARLS,{9995:27},{10005:-27},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
125000,BANANAS,{4928:27},{4935:-27},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
125100,PEARLS,{9995:25;9996:1},{9998:-5;10004:-1;10005:-25},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
125100,BANANAS,{4928:26;4933:1},{4935:-26},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
125200,PEARLS,{9995:22;9996:2;9998:6},{10004:-2;10005:-22},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
125200,BANANAS,{4928:24;4929:6;4933:1},{4934:-2;4935:-22},[{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:2; buyer:; seller:};{timestamp:124200; symbol:BANANAS; price:4934.0; quantity:12; buyer:; seller:}]
125300,PEARLS,{9995:25;9998:6},{10005:-25},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
125300,BANANAS,{4928:25;4929:6},{4935:-25},[{timestamp:125200; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:}]
125400,PEARLS,{9995:24;9996:2},{10004:-2;10005:-24},[{timestamp:124200; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
125400,BANANAS,{4928:24;4929:2},{4935:-26},[{timestamp:125200; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:}]
125500,PEARLS,{9995:26},{9998:-1;10005:-26},[{timestamp:125400; symbol:PEARLS; price:10004.0; quantity:1; buyer:; seller:}]
125500,BANANAS,{4928:26},{4935:-26},[{timestamp:125400; symbol:BANANAS; price:4935.0; quantity:1; buyer:; seller:}]
125600,PEARLS,{9995:30;9996:1},{10002:-1;10004:-1;10005:-30},[{timestamp:125400; symbol:PEARLS; price:10004.0; quantity:1; buyer:; seller:}]
125600,BANANAS,{4928:31;4933:10},{4935:-31},[{timestamp:125600; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:}]
125700,PEARLS,{9995:24;9996:2;9998:2},{10004:-2;10005:-24},[{timestamp:125400; symbol:PEARLS; price:10004.0; quantity:1; buyer:; seller:}]
125700,BANANAS,{4928:24;4929:4},{4935:-26},[{timestamp:125600; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:}]
125800,PEARLS,{9995:24;9996:1},{10002:-1;10004:-1;10005:-24},[{timestamp:125400; symbol:PEARLS; price:10004.0; quantity:1; buyer:; seller:}]
125800,BANANAS,{4928:24;4929:1},{4933:-1;4935:-25},[{timestamp:125600; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:}]
125900,PEARLS,{9995:21;9996:1;10000:2},{10004:-1;10005:-21},[{timestamp:125900; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
125900,BANANAS,{4928:21;4929:1;4933:1},{4935:-22},[{timestamp:125900; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:}]
126000,PEARLS,{9995:20;9996:2},{10004:-2;10005:-20},[{timestamp:125900; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
126000,BANANAS,{4928:22},{4934:-2;4935:-20},[{timestamp:125900; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:};{timestamp:125900; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:}]
126100,PEARLS,{9995:30;9996:1},{10004:-1;10005:-30},[{timestamp:125900; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
126100,BANANAS,{4928:31},{4934:-31},[{timestamp:125900; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:};{timestamp:125900; symbol:BANANAS; price:4933.0; quantity:1; buyer:; seller:}]
126200,PEARLS,{9995:27;9996:2;9998:4},{10004:-2;10005:-27},[{timestamp:125900; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
126200,BANANAS,{4928:29;4929:3},{4934:-29},[{timestamp:126200; symbol:BANANAS; price:4928.0; quantity:1; buyer:; seller:}]
126300,PEARLS,{9995:22;9996:1},{10004:-1;10005:-22},[{timestamp:125900; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
126300,BANANAS,{4928:23},{4934:-1;4935:-22},[{timestamp:126200; symbol:BANANAS; price:4928.0; quantity:1; buyer:; seller:}]
126400,PEARLS,{9995:30;9996:1},{9998:-5;10004:-1;10005:-30},[{timestamp:125900; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
126400,BANANAS,{4928:31},{4935:-31},[{timestamp:126200; symbol:BANANAS; price:4928.0; quantity:1; buyer:; seller:}]
126500,PEARLS,{9995:25;9996:2;9998:2},{10004:-2;10005:-25},[{timestamp:126400; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
126500,BANANAS,{4928:25;4929:4},{4935:-27},[{timestamp:126400; symbol:BANANAS; price:4935.0; quantity:2; buyer:; seller:}]
126600,PEARLS,{9995:29;9996:2;9998:10},{10004:-2;10005:-29},[{timestamp:126400; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
126600,BANANAS,{4928:29;4929:11},{4935:-31},[{timestamp:126600; symbol:BANANAS; price:4929.0; quantity:1; buyer:; seller:}]
126700,PEARLS,{9995:21;9996:2},{9998:-2;10004:-2;10005:-21},[{timestamp:126400; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
126700,BANANAS,{4929:23},{4935:-23},[{timestamp:126600; symbol:BANANAS; price:4929.0; quantity:1; buyer:; seller:}]
126800,PEARLS,{9995:24;9996:1;10002:1},{10004:-1;10005:-24},[{timestamp:126700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:};{timestamp:126700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
126800,BANANAS,{4929:25;4932:3},{4935:-1;4936:-24},[{timestamp:126600; symbol:BANANAS; price:4929.0; quantity:1; buyer:; seller:}]
126900,PEARLS,{9995:21},{10002:-3;10005:-21},[{timestamp:126700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:};{timestamp:126700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
126900,BANANAS,{4929:21},{4934:-3;4936:-21},[{timestamp:126600; symbol:BANANAS; price:4929.0; quantity:1; buyer:; seller:}]
127000,PEARLS,{9995:27;9996:1;9998:3;10002:2},{10004:-1;10005:-27},[{timestamp:127000; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
127000,BANANAS,{4930:28;4931:3},{4936:-28},[{timestamp:126900; symbol:BANANAS; price:4934.0; quantity:1; buyer:; seller:}]
127100,PEARLS,{9995:26;9996:2},{9998:-1;10002:-1;10004:-2;10005:-26},[{timestamp:127000; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:};{timestamp:127000; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
127100,BANANAS,{4930:28},{4934:-1;4936:-28},[{timestamp:126900; symbol:BANANAS; price:4934.0; quantity:1; buyer:; seller:}]
127200,PEARLS,{9995:20;9998:1},{10005:-20},[{timestamp:127100; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
127200,BANANAS,{4930:20;4931:1},{4937:-20},[{timestamp:126900; symbol:BANANAS; price:4934.0; quantity:1; buyer:; seller:}]
127300,PEARLS,{9995:27},{10005:-27},[{timestamp:127100; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
127300,BANANAS,{4930:27},{4937:-27},[{timestamp:126900; symbol:BANANAS; price:4934.0; quantity:1; buyer:; seller:}]
127400,PEARLS,{9995:24;9996:1;10002:1},{10004:-1;10005:-24},[{timestamp:127100; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
127400,BANANAS,{4931:25},{4937:-1;4938:-24},[{timestamp:126900; symbol:BANANAS; price:4934.0; quantity:1; buyer:; seller:}]
127500,PEARLS,{9995:25;9996:2},{10002:-3;10004:-2;10005:-25},[{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
127500,BANANAS,{4930:27},{4935:-4;4937:-27},[{timestamp:126900; symbol:BANANAS; price:4934.0; quantity:1; buyer:; seller:}]
127600,PEARLS,{9995:24;9996:2;9998:10},{10004:-2;10005:-24},[{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:};{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
127600,BANANAS,{4930:26;4931:10;4935:4},{4937:-26},[{timestamp:127500; symbol:BANANAS; price:4935.0; quantity:2; buyer:; seller:}]
127700,PEARLS,{9995:23;9996:2;9998:8},{10004:-2;10005:-23},[{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:};{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
127700,BANANAS,{4930:25;4931:8},{4937:-25},[{timestamp:127500; symbol:BANANAS; price:4935.0; quantity:2; buyer:; seller:}]
127800,PEARLS,{9995:26;9996:2},{10000:-5;10002:-6;10004:-2;10005:-26},[{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:};{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
127800,BANANAS,{4930:28},{4935:-6;4937:-28},[{timestamp:127500; symbol:BANANAS; price:4935.0; quantity:2; buyer:; seller:}]
127900,PEARLS,{9995:30},{10005:-30},[{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:};{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
127900,BANANAS,{4930:30},{4937:-30},[{timestamp:127500; symbol:BANANAS; price:4935.0; quantity:2; buyer:; seller:}]
128000,PEARLS,{9995:22;9998:4;10002:2},{10005:-22},[{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:};{timestamp:127500; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
128000,BANANAS,{4929:22},{4930:-7;4936:-22},[{timestamp:128000; symbol:BANANAS; price:4930.0; quantity:4; buyer:; seller:}]
128100,PEARLS,{9995:23;9996:2;9998:5},{10000:-2;10004:-2;10005:-23},[{timestamp:128000; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
128100,BANANAS,{4929:23;4930:7},{4936:-25},[{timestamp:128000; symbol:BANANAS; price:4930.0; quantity:4; buyer:; seller:}]
128200,PEARLS,{9995:30;9996:2},{10004:-2;10005:-30},[{timestamp:128000; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
128200,BANANAS,{4929:30;4930:2},{4936:-32},[{timestamp:128100; symbol:BANANAS; price:4936.0; quantity:11; buyer:; seller:}]
128300,PEARLS,{9995:24;9996:2},{10004:-2;10005:-24},[{timestamp:128000; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
128300,BANANAS,{4929:24;4930:2;4932:1},{4936:-26},[{timestamp:128100; symbol:BANANAS; price:4936.0; quantity:11; buyer:; seller:}]
128400,PEARLS,{9995:23;9996:1;10002:1},{10004:-1;10005:-23},[{timestamp:128000; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
128400,BANANAS,{4929:24},{4936:-24},[{timestamp:128100; symbol:BANANAS; price:4936.0; quantity:11; buyer:; seller:}]
128500,PEARLS,{9995:29;9996:1},{10004:-1;10005:-29},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
128500,BANANAS,{4930:30},{4936:-1;4937:-29},[{timestamp:128400; symbol:BANANAS; price:4929.0; quantity:2; buyer:; seller:}]
128600,PEARLS,{9995:25;9996:1;9998:2},{10004:-1;10005:-25},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
128600,BANANAS,{4929:25;4930:3},{4936:-26},[{timestamp:128400; symbol:BANANAS; price:4929.0; quantity:2; buyer:; seller:}]
128700,PEARLS,{9995:21;9996:2},{10004:-2;10005:-21},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
128700,BANANAS,{4930:23},{4937:-23},[{timestamp:128400; symbol:BANANAS; price:4929.0; quantity:2; buyer:; seller:}]
128800,PEARLS,{9995:29;9998:9},{10005:-29},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
128800,BANANAS,{4930:29;4931:9},{4937:-29},[{timestamp:128400; symbol:BANANAS; price:4929.0; quantity:2; buyer:; seller:}]
128900,PEARLS,{9995:29},{10005:-29},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
128900,BANANAS,{4931:29},{4938:-29},[{timestamp:128400; symbol:BANANAS; price:4929.0; quantity:2; buyer:; seller:}]
129000,PEARLS,{9995:30;9996:2},{10004:-2;10005:-30},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
129000,BANANAS,{4931:31},{4938:-32},[{timestamp:129000; symbol:BANANAS; price:4931.0; quantity:1; buyer:; seller:}]
129100,PEARLS,{9995:21},{10005:-21},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
129100,BANANAS,{4931:21},{4938:-21},[{timestamp:129000; symbol:BANANAS; price:4931.0; quantity:1; buyer:; seller:}]
129200,PEARLS,{9995:25},{10002:-2;10005:-25},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
129200,BANANAS,{4932:24},{4936:-2;4938:-25},[{timestamp:129200; symbol:BANANAS; price:4932.0; quantity:1; buyer:; seller:}]
129300,PEARLS,{9995:20;9998:1},{10005:-20},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
129300,BANANAS,{4932:21},{4938:-20},[{timestamp:129200; symbol:BANANAS; price:4932.0; quantity:1; buyer:; seller:}]
129400,PEARLS,{9995:20},{9998:-1;10005:-20},[{timestamp:128400; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
129400,BANANAS,{4932:20},{4939:-20},[{timestamp:129200; symbol:BANANAS; price:4932.0; quantity:1; buyer:; seller:}]
129500,PEARLS,{9995:28;9996:1},{9998:-1;10004:-1;10005:-28},[{timestamp:129400; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
129500,BANANAS,{4932:29},{4939:-29},[{timestamp:129200; symbol:BANANAS; price:4932.0; quantity:1; buyer:; seller:}]
129600,PEARLS,{9995:30;9996:1;9998:7},{10004:-1;10005:-30},[{timestamp:129500; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
129600,BANANAS,{4931:30;4932:8},{4938:-31},[{timestamp:129200; symbol:BANANAS; price:4932.0; quantity:1; buyer:; seller:}]
129700,PEARLS,{9995:25;9996:2},{10000:-2;10004:-2;10005:-25},[{timestamp:129500; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
129700,BANANAS,{4931:25;4932:2},{4938:-27},[{timestamp:129200; symbol:BANANAS; price:4932.0; quantity:1; buyer:; seller:}]
129800,PEARLS,{9995:26},{10005:-26},[{timestamp:129500; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
129800,BANANAS,{4931:26;4934:4},{4938:-26},[{timestamp:129200; symbol:BANANAS; price:4932.0; quantity:1; buyer:; seller:}]
129900,PEARLS,{9995:20;9996:1},{10004:-1;10005:-20},[{timestamp:129800; symbol:PEARLS; price:10005.0; quantity:2; buyer:; seller:}]
129900,BANANAS,{4932:21},{4938:-1;4939:-20},[{timestamp:129800; symbol:BANANAS; price:4938.0; quantity:2; buyer:; seller:}]
130000,PEARLS,{9995:30;9996:2},{10004:-2;10005:-30},[{timestamp:129800; symbol:PEARLS; price:10005.0; quantity:2; buyer:; seller:}]
130000,BANANAS,{4932:32},{4938:-32},[{timestamp:129800; symbol:BANANAS; price:4938.0; quantity:2; buyer:; seller:}]
130100,PEARLS,{9995:22;9996:2},{10002:-9;10004:-2;10005:-22},[{timestamp:129800; symbol:PEARLS; price:10005.0; quantity:2; buyer:; seller:}]
130100,BANANAS,{4932:24},{4937:-8;4938:-2;4939:-22},[{timestamp:130100; symbol:BANANAS; price:4937.0; quantity:1; buyer:; seller:}]
130200,PEARLS,{9995:24},{10005:-24},[{timestamp:129800; symbol:PEARLS; price:10005.0; quantity:2; buyer:; seller:}]
